timestamp,src,dest,label,event_type
1641790800.100009,95.35.171.217,PORT_4001,HAS_PORT,add
1641790800.101003,125.206.69.1,163.21.105.83,DEPENDS_ON,add
1641790800.101003,125.206.69.1,PORT_64368,HAS_PORT,add
1641790800.101003,163.21.105.83,PORT_23,HAS_PORT,add
1641790800.101003,SERVICE_TELNET,163.21.105.83,INSTALLED_AT,add
1641790800.101124,SERVICE_HTTP,71.163.215.189,INSTALLED_AT,add
1641790800.101124,157.161.4.103,PORT_3283,HAS_PORT,add
1641790800.101124,157.161.4.103,71.163.215.189,DEPENDS_ON,add
1641790800.101124,71.163.215.189,PORT_80,HAS_PORT,add
1641790800.103801,163.21.191.109,PORT_63397,HAS_PORT,add
1641790800.103801,163.21.191.109,54.24.107.199,DEPENDS_ON,add
1641790800.103801,54.24.107.199,PORT_443,HAS_PORT,add
1641790800.104857,54.150.190.30,PORT_443,HAS_PORT,add
1641790800.104857,54.150.190.30,163.21.66.202,DEPENDS_ON,add
1641790800.104857,163.21.66.202,PORT_59336,HAS_PORT,add
1641790800.106853,54.24.107.199,163.21.191.109,DEPENDS_ON,add
1641790800.106853,54.24.107.199,PORT_443,HAS_PORT,add
1641790800.106853,163.21.191.109,PORT_63397,HAS_PORT,add
1641790800.107829,203.65.31.108,PORT_37009,HAS_PORT,add
1641790800.107829,89.231.75.227,PORT_37577,HAS_PORT,add
1641790800.107829,89.231.75.227,203.65.31.108,DEPENDS_ON,add
1641790800.108246,157.161.239.187,PORT_64439,HAS_PORT,add
1641790800.108246,SERVICE_HTTPS,59.183.105.47,INSTALLED_AT,add
1641790800.108246,59.183.105.47,PORT_443,HAS_PORT,add
1641790800.108246,157.161.239.187,59.183.105.47,DEPENDS_ON,add
1641790800.111109,45.121.111.147,PORT_57527,HAS_PORT,delete
1641790800.111109,45.121.111.147,202.152.168.150,DEPENDS_ON,delete
1641790800.111109,202.152.168.150,PORT_4439,HAS_PORT,delete
1641790800.111619,60.162.71.255,PORT_7611,HAS_PORT,add
1641790800.111619,133.250.143.90,PORT_24350,HAS_PORT,add
1641790800.111619,60.162.71.255,133.250.143.90,DEPENDS_ON,add
1641790800.115201,202.152.168.150,PORT_4439,HAS_PORT,delete
1641790800.115201,45.121.111.147,202.152.168.150,DEPENDS_ON,delete
1641790800.115201,45.121.111.147,PORT_57527,HAS_PORT,delete
1641790800.116123,133.118.210.115,PORT_23,HAS_PORT,add
1641790800.116123,95.35.231.30,PORT_52709,HAS_PORT,add
1641790800.116123,95.35.231.30,133.118.210.115,DEPENDS_ON,add
1641790800.11987,170.27.142.25,PORT_10722,HAS_PORT,add
1641790800.11987,163.21.164.172,PORT_80,HAS_PORT,add
1641790800.11987,SERVICE_HTTP,163.21.164.172,INSTALLED_AT,add
1641790800.11987,170.27.142.25,163.21.164.172,DEPENDS_ON,add
1641790800.121398,157.161.194.223,167.105.118.73,DEPENDS_ON,add
1641790800.12141,157.161.194.223,165.153.250.20,DEPENDS_ON,add
1641790800.125193,SERVICE_HTTPS,193.108.104.198,INSTALLED_AT,add
1641790800.125193,193.108.104.198,PORT_443,HAS_PORT,add
1641790800.125193,163.21.251.47,PORT_61712,HAS_PORT,add
1641790800.125193,163.21.251.47,193.108.104.198,DEPENDS_ON,add
1641790800.12594,89.231.75.227,203.65.83.58,DEPENDS_ON,add
1641790800.12594,89.231.75.227,PORT_47632,HAS_PORT,add
1641790800.12594,203.65.83.58,PORT_37009,HAS_PORT,add
1641790800.126458,133.118.107.174,PORT_8325,HAS_PORT,add
1641790800.126458,192.195.138.194,PORT_61953,HAS_PORT,add
1641790800.126458,192.195.138.194,133.118.107.174,DEPENDS_ON,add
1641790800.126872,203.65.114.97,PORT_13827,HAS_PORT,add
1641790800.126872,149.4.71.20,203.65.114.97,DEPENDS_ON,add
1641790800.126872,149.4.71.20,PORT_4001,HAS_PORT,add
1641790800.129046,80.209.130.113,163.21.106.254,DEPENDS_ON,add
1641790800.129046,80.209.130.113,PORT_55183,HAS_PORT,add
1641790800.129046,163.21.106.254,PORT_5481,HAS_PORT,add
1641790800.132424,8.117.138.14,163.21.106.241,DEPENDS_ON,add
1641790800.132424,8.117.138.14,PORT_49918,HAS_PORT,add
1641790800.132424,163.21.106.241,PORT_2375,HAS_PORT,add
1641790800.133215,157.161.254.109,54.230.121.74,DEPENDS_ON,add
1641790800.133215,54.230.121.74,PORT_6881,HAS_PORT,add
1641790800.133215,157.161.254.109,PORT_52179,HAS_PORT,add
1641790800.134261,133.118.224.104,PORT_5001,HAS_PORT,add
1641790800.134261,80.209.137.27,133.118.224.104,DEPENDS_ON,add
1641790800.134261,80.209.137.27,PORT_60000,HAS_PORT,add
1641790800.135141,163.21.55.2,PORT_8183,HAS_PORT,add
1641790800.135141,185.156.249.122,163.21.55.2,DEPENDS_ON,add
1641790800.135141,185.156.249.122,PORT_59947,HAS_PORT,add
1641790800.136634,217.40.165.204,163.21.78.248,DEPENDS_ON,add
1641790800.136634,163.21.78.248,PORT_23,HAS_PORT,add
1641790800.136634,217.40.165.204,PORT_63085,HAS_PORT,add
1641790800.136634,SERVICE_TELNET,163.21.78.248,INSTALLED_AT,add
1641790800.137596,193.188.189.98,PORT_46156,HAS_PORT,add
1641790800.137596,193.188.189.98,163.21.99.181,DEPENDS_ON,add
1641790800.137596,163.21.99.181,PORT_6000,HAS_PORT,add
1641790800.137692,161.195.80.80,203.65.66.191,DEPENDS_ON,add
1641790800.137692,203.65.66.191,PORT_28422,HAS_PORT,add
1641790800.137692,161.195.80.80,PORT_60000,HAS_PORT,add
1641790800.137988,89.231.75.227,202.44.206.101,DEPENDS_ON,add
1641790800.137988,202.44.206.101,PORT_37009,HAS_PORT,add
1641790800.137988,89.231.75.227,PORT_37415,HAS_PORT,add
1641790800.139558,137.172.208.117,133.250.161.49,DEPENDS_ON,add
1641790800.139558,133.250.161.49,PORT_8072,HAS_PORT,add
1641790800.139558,137.172.208.117,PORT_61953,HAS_PORT,add
1641790800.142783,133.118.84.9,PORT_80,HAS_PORT,add
1641790800.142783,SERVICE_HTTP,133.118.84.9,INSTALLED_AT,add
1641790800.142783,177.16.188.125,133.118.84.9,DEPENDS_ON,add
1641790800.142783,177.16.188.125,PORT_48157,HAS_PORT,add
1641790800.143181,159.231.97.182,PORT_61953,HAS_PORT,add
1641790800.143181,133.118.111.196,PORT_8585,HAS_PORT,add
1641790800.143181,159.231.97.182,133.118.111.196,DEPENDS_ON,add
1641790800.145804,203.65.114.97,193.232.52.193,DEPENDS_ON,add
1641790800.145804,193.232.52.193,PORT_4001,HAS_PORT,add
1641790800.145804,203.65.114.97,PORT_13827,HAS_PORT,add
1641790800.148198,80.209.130.113,203.65.123.126,DEPENDS_ON,add
1641790800.148198,80.209.130.113,PORT_47265,HAS_PORT,add
1641790800.148198,203.65.123.126,PORT_5481,HAS_PORT,add
1641790800.148628,167.105.111.193,133.118.68.48,DEPENDS_ON,add
1641790800.148628,133.118.68.48,PORT_53239,HAS_PORT,add
1641790800.148628,167.105.111.193,PORT_39742,HAS_PORT,add
1641790800.151519,129.226.241.44,PORT_80,HAS_PORT,add
1641790800.151519,163.21.66.202,PORT_59439,HAS_PORT,add
1641790800.151519,129.226.241.44,163.21.66.202,DEPENDS_ON,add
1641790800.155691,167.105.111.193,PORT_35771,HAS_PORT,add
1641790800.155691,163.21.139.230,PORT_44314,HAS_PORT,add
1641790800.155691,167.105.111.193,163.21.139.230,DEPENDS_ON,add
1641790800.160102,133.240.144.218,34.25.108.225,DEPENDS_ON,add
1641790800.160102,133.240.144.218,PORT_443,HAS_PORT,add
1641790800.160102,34.25.108.225,PORT_55236,HAS_PORT,add
1641790800.162425,202.152.169.115,PORT_2015,HAS_PORT,delete
1641790800.162425,68.72.147.251,202.152.169.115,DEPENDS_ON,delete
1641790800.162425,68.72.147.251,PORT_42510,HAS_PORT,delete
1641790800.162664,163.21.221.211,54.150.190.30,DEPENDS_ON,add
1641790800.162664,163.21.221.211,PORT_65071,HAS_PORT,add
1641790800.162664,54.150.190.30,PORT_443,HAS_PORT,add
1641790800.16298,80.209.130.113,133.118.54.152,DEPENDS_ON,add
1641790800.16298,80.209.130.113,PORT_37959,HAS_PORT,add
1641790800.16298,133.118.54.152,PORT_5481,HAS_PORT,add
1641790800.163336,163.21.66.202,129.226.241.44,DEPENDS_ON,add
1641790800.163336,129.226.241.44,PORT_80,HAS_PORT,add
1641790800.163336,163.21.66.202,PORT_59439,HAS_PORT,add
1641790800.163515,60.162.71.255,PORT_7611,HAS_PORT,add
1641790800.163515,133.250.143.90,PORT_24350,HAS_PORT,add
1641790800.163515,60.162.71.255,133.250.143.90,DEPENDS_ON,add
1641790800.16495,129.226.241.44,PORT_80,HAS_PORT,add
1641790800.16495,163.21.66.202,PORT_59439,HAS_PORT,add
1641790800.16495,163.21.66.202,129.226.241.44,DEPENDS_ON,add
1641790800.165424,71.163.215.189,203.65.121.150,DEPENDS_ON,add
1641790800.165424,SERVICE_DNS,203.65.121.150,INSTALLED_AT,add
1641790800.165424,203.65.121.150,PORT_53,HAS_PORT,add
1641790800.165424,71.163.215.189,PORT_80,HAS_PORT,add
1641790800.165463,163.21.191.109,54.24.107.199,DEPENDS_ON,add
1641790800.165463,54.24.107.199,PORT_443,HAS_PORT,add
1641790800.165463,163.21.191.109,PORT_63397,HAS_PORT,add
1641790800.16597,54.150.190.30,PORT_443,HAS_PORT,add
1641790800.16597,163.21.221.211,PORT_65071,HAS_PORT,add
1641790800.16597,54.150.190.30,163.21.221.211,DEPENDS_ON,add
1641790800.167189,138.7.47.157,PORT_46176,HAS_PORT,add
1641790800.167189,138.7.47.157,163.21.97.51,DEPENDS_ON,add
1641790800.167189,163.21.97.51,PORT_7,HAS_PORT,add
1641790800.167614,167.105.111.193,PORT_50693,HAS_PORT,add
1641790800.167614,167.105.111.193,133.250.152.32,DEPENDS_ON,add
1641790800.167614,133.250.152.32,PORT_11103,HAS_PORT,add
1641790800.168748,147.108.109.189,133.118.184.232,DEPENDS_ON,add
1641790800.168748,SERVICE_TELNET,133.118.184.232,INSTALLED_AT,add
1641790800.168748,147.108.109.189,PORT_62404,HAS_PORT,add
1641790800.168748,133.118.184.232,PORT_23,HAS_PORT,add
1641790800.170345,133.250.99.226,PORT_5481,HAS_PORT,add
1641790800.170345,80.209.130.113,PORT_57190,HAS_PORT,add
1641790800.170345,80.209.130.113,133.250.99.226,DEPENDS_ON,add
1641790800.172993,185.212.194.212,PORT_32906,HAS_PORT,add
1641790800.172993,185.212.194.212,133.250.98.26,DEPENDS_ON,add
1641790800.172993,133.250.98.26,PORT_7443,HAS_PORT,add
1641790800.174028,80.209.130.113,PORT_47576,HAS_PORT,add
1641790800.174028,80.209.130.113,163.21.140.51,DEPENDS_ON,add
1641790800.174028,163.21.140.51,PORT_5481,HAS_PORT,add
1641790800.180161,203.65.121.150,PORT_53,HAS_PORT,add
1641790800.180161,71.163.215.189,PORT_80,HAS_PORT,add
1641790800.180161,203.65.121.150,71.163.215.189,DEPENDS_ON,add
1641790800.181748,167.249.133.198,163.21.58.32,DEPENDS_ON,add
1641790800.181748,167.249.133.198,PORT_30659,HAS_PORT,add
1641790800.181748,163.21.58.32,PORT_5672,HAS_PORT,add
1641790800.184763,133.250.100.101,PORT_8000,HAS_PORT,add
1641790800.184763,113.202.50.117,133.250.100.101,DEPENDS_ON,add
1641790800.184763,113.202.50.117,PORT_47484,HAS_PORT,add
1641790800.187305,80.209.130.113,PORT_57190,HAS_PORT,add
1641790800.187305,80.209.130.113,133.250.186.229,DEPENDS_ON,add
1641790800.187305,133.250.186.229,PORT_5481,HAS_PORT,add
1641790800.188287,172.35.67.213,PORT_52611,HAS_PORT,delete
1641790800.188287,131.195.197.86,PORT_5900,HAS_PORT,delete
1641790800.188287,131.195.197.86,172.35.67.213,DEPENDS_ON,delete
1641790800.188289,172.35.67.213,PORT_52611,HAS_PORT,add
1641790800.188289,131.195.197.86,172.35.67.213,DEPENDS_ON,add
1641790800.188289,131.195.197.86,PORT_5900,HAS_PORT,add
1641790800.189175,163.21.108.172,PORT_11780,HAS_PORT,add
1641790800.189175,185.13.30.130,163.21.108.172,DEPENDS_ON,add
1641790800.189175,185.13.30.130,PORT_56037,HAS_PORT,add
1641790800.190221,163.21.251.47,PORT_61712,HAS_PORT,add
1641790800.190221,193.108.104.198,163.21.251.47,DEPENDS_ON,add
1641790800.190221,193.108.104.198,PORT_443,HAS_PORT,add
1641790800.1915,133.250.143.90,PORT_24350,HAS_PORT,add
1641790800.1915,60.162.71.255,PORT_7611,HAS_PORT,add
1641790800.1915,60.162.71.255,133.250.143.90,DEPENDS_ON,add
1641790800.192273,185.156.249.122,PORT_59947,HAS_PORT,add
1641790800.192273,185.156.249.122,133.118.67.85,DEPENDS_ON,add
1641790800.192273,133.118.67.85,PORT_8507,HAS_PORT,add
1641790800.197013,133.240.190.189,106.0.31.80,DEPENDS_ON,add
1641790800.198169,163.21.251.47,193.108.104.198,DEPENDS_ON,add
1641790800.198169,193.108.104.198,PORT_443,HAS_PORT,add
1641790800.198169,163.21.251.47,PORT_61712,HAS_PORT,add
1641790800.202272,SERVICE_TELNET,202.44.208.228,INSTALLED_AT,add
1641790800.202272,203.18.13.242,202.44.208.228,DEPENDS_ON,add
1641790800.202272,202.44.208.228,PORT_23,HAS_PORT,add
1641790800.202272,203.18.13.242,PORT_49222,HAS_PORT,add
1641790800.20505,185.212.194.212,133.250.155.109,DEPENDS_ON,add
1641790800.20505,133.250.155.109,PORT_7443,HAS_PORT,add
1641790800.20505,185.212.194.212,PORT_52546,HAS_PORT,add
1641790800.209991,161.195.157.11,PORT_4001,HAS_PORT,add
1641790800.209991,203.65.114.97,PORT_13827,HAS_PORT,add
1641790800.209991,203.65.114.97,161.195.157.11,DEPENDS_ON,add
1641790800.210069,49.23.167.3,PORT_8265,HAS_PORT,add
1641790800.210069,49.23.167.3,133.250.143.90,DEPENDS_ON,add
1641790800.210069,133.250.143.90,PORT_24350,HAS_PORT,add
1641790800.211865,212.193.39.212,PORT_60756,HAS_PORT,add
1641790800.211865,212.193.39.212,133.250.166.229,DEPENDS_ON,add
1641790800.211865,SERVICE_TELNET,133.250.166.229,INSTALLED_AT,add
1641790800.211865,133.250.166.229,PORT_23,HAS_PORT,add
1641790800.22027,203.65.0.172,PORT_23,HAS_PORT,add
1641790800.22027,SERVICE_TELNET,203.65.0.172,INSTALLED_AT,add
1641790800.22027,172.170.101.34,203.65.0.172,DEPENDS_ON,add
1641790800.22027,172.170.101.34,PORT_50482,HAS_PORT,add
1641790800.222579,133.240.50.253,37.227.229.100,DEPENDS_ON,add
1641790800.224738,163.21.221.211,54.150.190.30,DEPENDS_ON,add
1641790800.224738,54.150.190.30,PORT_443,HAS_PORT,add
1641790800.224738,163.21.221.211,PORT_65071,HAS_PORT,add
1641790800.224973,203.65.45.193,PORT_37009,HAS_PORT,add
1641790800.224973,89.231.75.227,203.65.45.193,DEPENDS_ON,add
1641790800.224973,89.231.75.227,PORT_40392,HAS_PORT,add
1641790800.226038,203.65.58.127,PORT_5481,HAS_PORT,add
1641790800.226038,80.209.130.113,PORT_40407,HAS_PORT,add
1641790800.226038,80.209.130.113,203.65.58.127,DEPENDS_ON,add
1641790800.226609,192.201.21.14,202.44.222.72,DEPENDS_ON,add
1641790800.226609,202.44.222.72,PORT_23,HAS_PORT,add
1641790800.226609,192.201.21.14,PORT_21331,HAS_PORT,add
1641790800.226609,SERVICE_TELNET,202.44.222.72,INSTALLED_AT,add
1641790800.227017,147.182.64.10,133.118.242.30,DEPENDS_ON,add
1641790800.227017,133.118.242.30,PORT_30443,HAS_PORT,add
1641790800.227017,147.182.64.10,PORT_61953,HAS_PORT,add
1641790800.230437,45.121.111.147,133.118.210.101,DEPENDS_ON,add
1641790800.230437,133.118.210.101,PORT_44330,HAS_PORT,add
1641790800.230437,45.121.111.147,PORT_57527,HAS_PORT,add
1641790800.231431,185.156.248.31,PORT_7485,HAS_PORT,add
1641790800.231431,185.156.248.31,133.250.64.47,DEPENDS_ON,add
1641790800.231431,133.250.64.47,PORT_6819,HAS_PORT,add
1641790800.231482,133.250.64.47,PORT_6819,HAS_PORT,add
1641790800.231482,185.156.248.31,PORT_7485,HAS_PORT,add
1641790800.231482,185.156.248.31,133.250.64.47,DEPENDS_ON,add
1641790800.231931,158.186.228.109,202.129.9.62,DEPENDS_ON,add
1641790800.231931,158.186.228.109,PORT_37800,HAS_PORT,add
1641790800.231931,202.129.9.62,PORT_2696,HAS_PORT,add
1641790800.232398,133.250.64.47,185.156.248.31,DEPENDS_ON,add
1641790800.232398,185.156.248.31,PORT_7485,HAS_PORT,add
1641790800.232398,133.250.64.47,PORT_6819,HAS_PORT,add
1641790800.232591,185.156.248.31,PORT_7485,HAS_PORT,add
1641790800.232591,133.250.64.47,185.156.248.31,DEPENDS_ON,add
1641790800.232591,133.250.64.47,PORT_6819,HAS_PORT,add
1641790800.232716,133.250.64.47,PORT_6819,HAS_PORT,delete
1641790800.232716,185.156.248.31,PORT_7485,HAS_PORT,delete
1641790800.232716,133.250.64.47,185.156.248.31,DEPENDS_ON,delete
1641790800.234427,203.65.127.167,PORT_123,HAS_PORT,add
1641790800.234427,13.127.193.213,203.65.127.167,DEPENDS_ON,add
1641790800.234427,13.127.193.213,PORT_123,HAS_PORT,add
1641790800.235954,202.152.168.254,PORT_10087,HAS_PORT,add
1641790800.235954,167.249.133.232,202.152.168.254,DEPENDS_ON,add
1641790800.235954,167.249.133.232,PORT_52740,HAS_PORT,add
1641790800.237595,163.21.221.192,PORT_52255,HAS_PORT,add
1641790800.237595,SERVICE_HTTPS,35.142.16.165,INSTALLED_AT,add
1641790800.237595,35.142.16.165,PORT_443,HAS_PORT,add
1641790800.237595,163.21.221.192,35.142.16.165,DEPENDS_ON,add
1641790800.239193,54.26.223.172,163.21.141.44,DEPENDS_ON,add
1641790800.239193,163.21.141.44,PORT_62178,HAS_PORT,add
1641790800.239193,54.26.223.172,PORT_443,HAS_PORT,add
1641790800.239199,54.26.223.172,163.21.141.44,DEPENDS_ON,add
1641790800.239199,163.21.141.44,PORT_62178,HAS_PORT,add
1641790800.239199,54.26.223.172,PORT_443,HAS_PORT,add
1641790800.239624,35.142.16.165,163.21.221.192,DEPENDS_ON,add
1641790800.239624,35.142.16.165,PORT_443,HAS_PORT,add
1641790800.239624,163.21.221.192,PORT_52255,HAS_PORT,add
1641790800.241152,202.44.236.185,PORT_5061,HAS_PORT,add
1641790800.241152,45.121.111.226,202.44.236.185,DEPENDS_ON,add
1641790800.241152,45.121.111.226,PORT_48077,HAS_PORT,add
1641790800.241494,129.226.241.44,163.21.66.202,DEPENDS_ON,add
1641790800.241494,129.226.241.44,PORT_80,HAS_PORT,add
1641790800.241494,163.21.66.202,PORT_59439,HAS_PORT,add
1641790800.249681,163.21.141.44,PORT_62178,HAS_PORT,add
1641790800.249681,163.21.141.44,54.26.223.172,DEPENDS_ON,add
1641790800.249681,54.26.223.172,PORT_443,HAS_PORT,add
1641790800.249681,SERVICE_HTTPS,54.26.223.172,INSTALLED_AT,add
1641790800.251604,163.21.8.149,PORT_80,HAS_PORT,add
1641790800.251604,163.21.8.149,185.34.39.37,DEPENDS_ON,add
1641790800.251604,185.34.39.37,PORT_54130,HAS_PORT,add
1641790800.251641,163.21.8.149,185.34.39.37,DEPENDS_ON,delete
1641790800.251641,185.34.39.37,PORT_54130,HAS_PORT,delete
1641790800.251641,163.21.8.149,PORT_80,HAS_PORT,delete
1641790800.251847,157.161.131.255,51.178.113.29,DEPENDS_ON,add
1641790800.251847,157.161.131.255,PORT_60466,HAS_PORT,add
1641790800.251847,SERVICE_HTTPS,51.178.113.29,INSTALLED_AT,add
1641790800.251847,51.178.113.29,PORT_443,HAS_PORT,add
1641790800.252444,202.44.235.15,PORT_11113,HAS_PORT,add
1641790800.252444,207.84.40.8,PORT_49127,HAS_PORT,add
1641790800.252444,207.84.40.8,202.44.235.15,DEPENDS_ON,add
1641790800.258383,133.118.107.227,PORT_16001,HAS_PORT,add
1641790800.258383,167.249.133.174,PORT_15265,HAS_PORT,add
1641790800.258383,167.249.133.174,133.118.107.227,DEPENDS_ON,add
1641790800.258741,133.118.38.95,PORT_3010,HAS_PORT,add
1641790800.258741,147.182.4.102,PORT_61953,HAS_PORT,add
1641790800.258741,147.182.4.102,133.118.38.95,DEPENDS_ON,add
1641790800.258859,SERVICE_TELNET,203.65.76.60,INSTALLED_AT,add
1641790800.258859,77.35.141.90,203.65.76.60,DEPENDS_ON,add
1641790800.258859,77.35.141.90,PORT_1735,HAS_PORT,add
1641790800.258859,203.65.76.60,PORT_23,HAS_PORT,add
1641790800.259401,138.7.47.157,PORT_34502,HAS_PORT,add
1641790800.259401,138.7.47.157,133.118.52.0,DEPENDS_ON,add
1641790800.259401,133.118.52.0,PORT_7,HAS_PORT,add
1641790800.260122,117.77.93.117,PORT_7448,HAS_PORT,add
1641790800.260122,117.77.93.117,133.250.143.90,DEPENDS_ON,add
1641790800.260122,133.250.143.90,PORT_24350,HAS_PORT,add
1641790800.265365,80.209.130.113,PORT_58530,HAS_PORT,add
1641790800.265365,80.209.130.113,133.118.220.27,DEPENDS_ON,add
1641790800.265365,133.118.220.27,PORT_5481,HAS_PORT,add
1641790800.265838,202.152.169.59,68.72.147.251,DEPENDS_ON,add
1641790800.265838,68.72.147.251,PORT_45230,HAS_PORT,add
1641790800.265838,202.152.169.59,PORT_2015,HAS_PORT,add
1641790800.26584,68.72.147.251,PORT_45230,HAS_PORT,delete
1641790800.26584,202.152.169.59,PORT_2015,HAS_PORT,delete
1641790800.26584,202.152.169.59,68.72.147.251,DEPENDS_ON,delete
1641790800.266245,64.28.78.26,PORT_36154,HAS_PORT,add
1641790800.266245,202.152.168.79,PORT_2222,HAS_PORT,add
1641790800.266245,202.152.168.79,64.28.78.26,DEPENDS_ON,add
